ID,书名,密码,链接
11538,《人骨拼图》,百度网盘密码：fv3z     ,"{'百度网盘': 'http://pan.baidu.com/s/1geNP0Nh', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499195692320&sk=24578ED11A6242943B095C80BF002EEF&ufi=2154321417663358&token=cloud14&sig=dc3WRxUv7z6NJtacVkj21d2RznY%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499195692316&sk=24578ED11A6242943B095C80BF002EEF&ufi=5147111422963103&token=cloud14&sig=jlzSiXNKBoQX83%2BrvmHKRZpcBPM%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499195692310&sk=24578ED11A6242943B095C80BF002EEF&ufi=3149121418285914&token=cloud14&sig=%2Bf7pbWXEPQxfFWYCdMPYBtr%2F3qA%3D'}"
5252,《政治秩序的起源:从前人类时代到法国大革命》,百度网盘密码：bfxy     ,{'百度网盘': 'http://pan.baidu.com/s/1kVe3B63'}
3058,《司马懿吃三国(大全集)(长篇小说)(套装共5册)》,百度网盘密码：9yc8     ,{'百度网盘': 'http://pan.baidu.com/s/1bpuqkIN'}
635,《青蛇》,百度网盘密码：95yi     ,{'百度网盘': 'http://pan.baidu.com/s/1qY2AgHI'}
4678,《养生随笔》,百度网盘密码：5ev9     360网盘密码：691a     ,{'百度网盘': 'http://pan.baidu.com/s/1i5K40JV'}
6935,《邪恶之城》,百度网盘密码：7ogs     天翼云盘密码：6766,"{'百度网盘': 'http://pan.baidu.com/s/1byRaCQ', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_21DC88D60EAAAEDC0E4FF6C8DB736702C0E2BCDEFCC215A9C30DCD0E72CFD422BF052E9E544216317F4D96BFB92AF5323A3B6F51C1F9FFDEA179C0DED7B3017DD9939B700DDB44A3EF03562D88C5F61D353431A010F563582C32FDD84F8E54F4AB0B7599C08879D116BA2800B4A43B1ED38B5D77778C7B43116E30920B710A0E2FEA0473', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_926513D5810535CEA29A3C772FE8133C6144FBA69A34268FAA78557D4FD8C1F9F3DFCF0A220EB44B1FA93F84CE1A947CB02F4471E45BF1E4EE4C1663CC19BEA5BF8C0698FD12454A13E04CA53F1C0CDC4B31BCDD8589C48857B06EBEA944AA11397D76ED8D193465A61A6C3EBD570C609D6E493F1FA53C2EFA5400BF92E9D9766637042A', None: 'http://cloud.189.cn/t/Bb6VFfyam6za'}"
3455,《吴思历史经典三部曲（潜规则、血酬定律、我想重新解释历史）》,百度网盘密码：kbaw     ,"{'百度网盘': 'http://pan.baidu.com/s/1bWQ7U2', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499266790386&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=3149121568188771&token=cloud3&sig=yW6okl6JPcFOSDjBqXp1Ul9KuHM%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499266790368&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6149821552908667&token=cloud3&sig=hikzpks6q0%2BclN%2BJy7HXQnw%2FmZM%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499266790376&sk=6065D28083473231C78F3884E226D7DC&ufi=3149121568188767&token=cloud16&sig=enrViHyyg8g4fjCMAuEZueSGW38%3D'}"
6850,《用年表读懂中国史》,百度网盘密码：fpkl     天翼云盘密码：4609,"{'百度网盘': 'http://pan.baidu.com/s/1dFdwkj3', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_1D0569B61CEC11F7B317B36663FDD752D073E3C5BA1BD3AD7F74711B007F429D1A7E99623B1236D848AA2CD156A1CBDC8A7A11EF0454D1C1EA6AEC1F5D1C022BFD64BA209A60F0C3FC7BDA27E3AF42F090FBAFA744C7588D81345A4FE459B4A59AA6FBC47C671A1693340C6A76F7090AF8D82F77971BB73BE95887F719474F773C365BA8', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_0BD5FBA83C8EA9B4947AE6C9985DD28A670E01C7C5482612A54B36B7DEA442753DE99D910707330C867EDEF8BF0379660915191034424E50CB1B2C2FC6641F81DADE6D4671E09719A60928393EB6B162CB7775003E3FB6762F2A9F2C2BF222359A3CEB893A23574DC0C201E7AE2491DB885727A5034868F5D0CBBA26F9B93A89327A0697', None: 'http://cloud.189.cn/t/jq2yaiAVJ7Vv'}"
5202,《博物馆里的活色生香》,百度网盘密码：80wx     ,"{'百度网盘': 'http://pan.baidu.com/s/1c1LWXiw', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498928099082&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=5149821417803902&token=cloud4&sig=Yln0MOzpiBudzS%2B848cxIjSTlFg%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498928099063&sk=6065D28083473231C78F3884E226D7DC&ufi=9154321410731361&token=cloud16&sig=JLM9Kd2F1G8ngS7I97fe03b%2FUVU%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498928099073&sk=98A6737B325C52C84D55218BF66D57AA&ufi=1149121711392665&token=cloud15&sig=rWXVfePuVtiGUcb4zM%2FlA2DWTCI%3D'}"
5399,《大清盐商》,百度网盘密码：8dij     ,"{'百度网盘': 'http://pan.baidu.com/s/1pLVi5cv', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_9268E2C945E12C2264A6A1BC50DEA19E455236F5126647A8E0CF4AA2858BEDDC3475C3A2C9DCEC1DAB9BC89E2E8A375BDE9CF977FBFCA782EFD9A8C975EF08C0E88B4F7CAB441DAFB6688CAF5A1B32CC6067286311DFF340ED604E29577D4AD6C76EF8163FDD44AEB0DC82324A02E9C4B151F89E21DA130B1D506A5F66FF80BD32328FE1', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_C711A2F8CEBD9D04802C16370D32BC6147C0ABEBC1E9A2E23D2BB65BBE076F7E1A366DB1A7DF0346795976185CABE3D0EC8B026577B0EC9DDFE0CC36F14261375CDE5AF38DE9F24DC5C124B71D6A8626AAD19660DDD4049F567303AB8BB2D66F6A844D9E98F5818E0ECE43620D9EDF99DC8E772C99DEBB277B6812F2A8FD052679CC9256', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_37CA706CEE25DD4DF3729C3048AE77493556A6792ED2A5A1EF7BF1E3321C79FF11E8B44E445B9B65A767786FFE2E93D582930D801A81FE8092CFC1E116D169DCE62C1A6A97DB2F6DA42D9CF1E3CEED9CDA771812A9E3C136CE6F84BB43FD378B3C4FF2D0854C4902BC05F5ECB1F422B6215D85E0437F41657B3431FCBC4FA7A3FE48D0C0'}"
6953,《亵渎》,百度网盘密码：h1va     天翼云盘密码：2526,"{'百度网盘': 'http://pan.baidu.com/s/1bJPJhO', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_A3B09961C98485C684D0591C498D9DA0BA2DAFC76850D9105370D323AE9E9525F5F65EA554C8A5384806F1310D0084BB467A2755380454181EEB16FF524F24018D03D5B9DA0C4A40CCD91B491E0CDA4A98FE927368E4A9AEA92EF74C3CD51293994588F3A427450945E6B339C8AF21A38B03A87D2A14D951EFC2BBB7B57E26215084E9AD', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_EE24516C05BA5D57995A7CBC5BB85B88D39EF788903E9E6DD43D5D7AD105827A635A74DE721D31AC9D8E090039F8700831B0DFBCC14B178021EC1A235669E9B0D78D5AC28386435415DACFDA8EA208DCBFBD304AD0432E3D23B3B194224F1BC9D6C912218A4F74BD107922ADC209F4D80721DEEA06056E4871D0ADEEB61CAC1F15D2D1C1', None: 'http://cloud.189.cn/t/aiaAbmMjuiUv'}"
1809,《异海》,百度网盘密码：u7ue     ,{'百度网盘': 'http://pan.baidu.com/s/1pLfDpoB'}
3653,《恶童日记三部曲》,百度网盘密码：6pvr     ,{'百度网盘': 'https://pan.baidu.com/s/1nvpSGGD'}
5347,《新东方·英语语法新思维:(定语从句+句子成分+名词从句)超精解+语法难点妙解(套装共4册)》,百度网盘密码：uajo     ,{'百度网盘': 'http://pan.baidu.com/s/1sl8dKL3'}
1694,《陈二狗的妖孽人生》,百度网盘密码：3p8d     ,{'百度网盘': 'http://pan.baidu.com/s/1bV7wgI'}
3161,《洛丽塔 (纳博科夫作品系列)》,百度网盘密码：qug5     ,{'百度网盘': 'https://pan.baidu.com/s/1mitXXqg'}
2108,《杀死一只知更鸟》,百度网盘密码：puid     ,{'百度网盘': 'http://pan.baidu.com/s/1jIlnzym'}
3633,《夜莺与玫瑰:王尔德童话集》,百度网盘密码：3zgd     ,{'百度网盘': 'https://pan.baidu.com/s/1jI4RQJG'}
533,《月亮和六便士》,百度网盘密码：8zy5     ,{'百度网盘': 'http://pan.baidu.com/s/1jIjjw02'}
686,《年轮》,百度网盘密码：fzca     ,{'百度网盘': 'http://pan.baidu.com/s/1kVHD5bD'}
478,《纳尼亚传奇三部曲》,百度网盘密码：hdbp     ,{'百度网盘': 'http://pan.baidu.com/s/1slMkC7V'}
3105,《雪中悍刀行》,百度网盘密码：b3m6     ,{'百度网盘': 'https://pan.baidu.com/s/1eSynRn8'}
385,《伊斯坦布尔假期》【法】马克·李维,百度网盘密码：mv3f     ,{'百度网盘': 'http://pan.baidu.com/s/1eS18sZw'}
3260,《村上春树作品集21本》,百度网盘密码：9ib4     ,{'百度网盘': 'http://pan.baidu.com/s/1c2dtwsC'}
4644,《易中天中华史第十七卷：大宋革新》,百度网盘密码：mecb     360网盘密码：167c     ,{'百度网盘': 'http://pan.baidu.com/s/1kVDEHc7'}
8854,《时时刻刻》,百度网盘密码：5p74     ,"{'百度网盘': 'http://pan.baidu.com/s/1c2f26BY', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_1E65FAC1663F4C3DF4250374FB66685393CA22A84E67F0B9BF82AA40F535B13837A98B2B79153767101031371DC4E090A70336E0B0AC7D4D6F50952B2906BB96167920E840BC80C359C3BA4F1AD80BC1477FB853E465F6AA69B12236F24A12418C24CF12D630D7E9DA55E044C174B6CFB9413853B80D5E06057359A9D57F63E438A58173', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_3D8580F6E5D4E6B9BE398A82AFB46EC3A474087A508D4E3116ED65ECE0D51DA8178472C44B85ABAB5B62FE3F4B06A9FB7847696126747DD4C8DF9490BC05643CEB1650945CAF88AB8EDD7A3C23CD281A2EDC0521988877560E14D22F9928C3B22806ED03A4CE3A27DC039EE52A81882AB564BA3FE99E0473E7B753B9559C6FB8BD071AF7', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_20A5681083D2568C0CB48E7B0DC535B4EF959A431F83D68EE913B68F8818A5AFD7BC43282B14555F27CA71A100BDE6493B87CCC1942876519C783971559F490A5C3ABC2624A271E3642EEE9EAE81AF3FAD49AB6ACDD9B7E7065A5078F5B3EE31F7181B27266EC92EAC8AE67B7F0582C33EEDD910CE2F58ED2474A50686A08EB692006CE3'}"
1026,《十州风云志》【全本】,百度网盘密码：aaeq     ,{'百度网盘': 'http://pan.baidu.com/s/1boVR1h1'}
1807,《暗黑者外传：惩罚（原名《死亡通知单外传：惩罚》）》,百度网盘密码：y2x9     ,{'百度网盘': 'http://pan.baidu.com/s/1mhL0BvM'}
761,《九州牧云录》【全本】,百度网盘密码：eaqc     ,{'百度网盘': 'http://pan.baidu.com/s/1jHZGrLc'}
1303,《冯唐作品集》,百度网盘密码：nmg2     ,{'百度网盘': 'http://pan.baidu.com/s/1kV2fxQZ'}
236,血腥的盛唐_全7册,百度网盘密码：ddsc     ,{'百度网盘': 'http://pan.baidu.com/s/1c1XkjoW'}
2206,《地中海史诗三部曲之一：1453君士坦丁堡之战》,百度网盘密码：gpup     ,{'百度网盘': 'http://pan.baidu.com/s/1jIc0b9G'}
508,《第二次世界大战史大全》,百度网盘密码：e1vr     ,{'百度网盘': 'http://pan.baidu.com/s/1c10asoS'}
1193,《郭敬明作品集》,百度网盘密码：w38f     ,{'百度网盘': 'http://pan.baidu.com/s/1hrCe9XM'}
2435,《时光之轮全集（1-12）》,百度网盘密码：friw     ,{'百度网盘': 'http://pan.baidu.com/s/1bS7pds'}
3606,《第十三种人格的恐怖》,百度网盘密码：j4m5     ,{'百度网盘': 'https://pan.baidu.com/s/1nvD9mUt'}
7176,《猫蛊手记》,百度网盘密码：iyr2     天翼云盘密码：4885,"{'百度网盘': 'http://pan.baidu.com/s/1dFkOxR7', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_BB68905E35B64A4729A3A3CF25EB4AFDFBDE74F895207667663EC1D610DC896B486DD9D9E8609EBB857F3270EEBE06FE2963FAD0CB366A81E0D04962EF4165962522CE3D9A90BB968816096D4F57BEAF3D20026D38CEE03E24AD211D62A444C3CAC7493C0E59C6D3F73752AA5C8689F642DF0EB9113E5A5463AC871461DC16851554D041', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_AA0D13911DF962EAA39EA8897FFC69537B93AB9A3EB5DFBB487CCE62C633E19FDC4C63DB133DE7E16A047D3796E4B39AA9A6397C62F673898FF80945BC5CB7BCEB36F1828B32E0BDFF7E7416643E951B3836DFE00AD90D8DAD67C76E08EEC189F472BD883ADB0E87A9A44778A08EC7858F882CC8A2CDE3B09718751B8E453E72D68DF27A', None: 'http://cloud.189.cn/t/ARjyIfQfyQza'}"
108,kindle人全站资源分享-合辑第三部分,百度网盘密码：z4vy     ,{'百度网盘': 'http://pan.baidu.com/s/1bAT1qm'}
2295,《龙与地下铁》,百度网盘密码：swg4     ,{'百度网盘': 'http://pan.baidu.com/s/1jHZIscu'}
276,《欢乐颂典藏版（全三册）》,百度网盘密码：xfsr     ,{'百度网盘': 'http://pan.baidu.com/s/1qYowETI'}
602,《悟空传(完美纪念版)》,百度网盘密码：fytn     ,{'百度网盘': 'http://pan.baidu.com/s/1c10aysS'}
14304,《梁子走进非洲系列套装（套装共4册）》,百度网盘密码：pdyi     ,"{'百度网盘': 'http://pan.baidu.com/s/1cGR1E2', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498761104881&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=3149021555370625&token=cloud3&sig=pTLG7wXOSphOyqsjLCgobLwZLmw%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498761104889&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=5139411563222158&token=cloud3&sig=xEkNFAyVk%2F6HEiSsleHTf933hHo%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498761104873&sk=98A6737B325C52C84D55218BF66D57AA&ufi=1139421854813349&token=cloud15&sig=9b%2FlU0vR81SFlPVXyji9lW3yyI4%3D'}"
223,国学备览(套装共12册最全国学合辑) - 赵敏利 & 尹小林,百度网盘密码： wghh     ,{'百度网盘': 'http://pan.baidu.com/s/1geF3eYf'}
569,《莫言文集》,百度网盘密码：w692     ,{'百度网盘': 'http://pan.baidu.com/s/1kUMgLyZ'}
3205,《译文名著精选89本+译文名著文库6本大合集》,百度网盘密码：ugy7     ,"{'百度网盘': 'http://pan.baidu.com/s/1bNwIJW', '普通下载': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500472456064&sk=24578ED11A6242943B095C80BF002EEF&ufi=4130531246075611&token=cloud14&sig=RGQ75vbdTLQELorc049U%2FkMLaVM%3D'}"
3618,《武后也疯狂：出轨的盛唐全集（套装共3册）》,百度网盘密码：yujt     ,{'百度网盘': 'https://pan.baidu.com/s/1bpbtUSv'}
2957,《那些回不去的年少时光》,百度网盘密码：ftn1     ,{'百度网盘': 'https://pan.baidu.com/s/1hswNFV2'}
10288,《荆棘与白骨的王国四部曲·卷1：荆棘王（The Briar King）》,百度网盘密码：smz7     ,"{'百度网盘': 'http://pan.baidu.com/s/1bo8w3xH', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498399598772&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4151211345064974&token=cloud15&sig=FFDlNR0YEOMK6pV9mX4AtXLYenk%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498399598763&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4151211345065005&token=cloud15&sig=3yVFXPNaBAOiFJEpF2lf%2FSolST8%3D'}"
3167,《知乎一小时「补课系列」套装（那些老师没讲到的知识点，都在这里）》,百度网盘密码：7n2d     ,{'百度网盘': 'https://pan.baidu.com/s/1bo11A8Z'}
3644,《重返中世纪》,百度网盘密码：9qer     ,{'百度网盘': 'https://pan.baidu.com/s/1geZPVnd'}
3765,《蔡志忠经典解密系列6本》,百度网盘密码：mn6p     ,{'百度网盘': 'https://pan.baidu.com/s/1dEPeNDn'}
1366,《姑妄言》,百度网盘密码：myj3     ,{'百度网盘': 'http://pan.baidu.com/s/1cwYg1o'}
4753,《池袋西口公园系列（套装10册）》,百度网盘密码：4tfm     360网盘密码：cbf1     ,{'百度网盘': 'http://pan.baidu.com/s/1kV6np35'}
2505,《辛夷坞作品集（5本）》,百度网盘密码：zmsp     ,{'百度网盘': 'http://pan.baidu.com/s/1c21Fdeg'}
3600,《传世名家经典文丛（套装共10册）》,百度网盘密码：r8ds     ,{'百度网盘': 'https://pan.baidu.com/s/1qYChkG8'}
3718,《地缘政治系列(套装共5册)》,百度网盘密码：73ni     ,{'百度网盘': 'https://pan.baidu.com/s/1c2eFQik'}
2282,《古画里的中国生活 (中国故事)》,百度网盘密码：c1zi     ,{'百度网盘': 'http://pan.baidu.com/s/1pKBl9tp'}
7899,《糖与香料》,百度网盘密码：bnws     ,"{'百度网盘': 'http://pan.baidu.com/s/1geUBh43', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1496320101646&sk=6065D28083473231C78F3884E226D7DC&ufi=9139421219501015&token=cloud16&sig=h0w%2FU9zbEMb1xPzbttIaooN7JRc%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1496320101640&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4139411220179602&token=cloud15&sig=OpFDBq8GSbEjEpbdsmzHEzqtoNQ%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1496320101652&sk=24578ED11A6242943B095C80BF002EEF&ufi=4139411220179390&token=cloud14&sig=CPBouK4UkJnd7ltO2P3gvIOt0eM%3D'}"
5353,《C++ Primer(中文版)(第5版)》,百度网盘密码：be5t     ,{'百度网盘': 'http://pan.baidu.com/s/1nu8BBDZ'}
656,《亮剑》,百度网盘密码：4cmw     ,{'百度网盘': 'http://pan.baidu.com/s/1c2BgfhY'}
2623,《王度庐鹤铁五部曲》,百度网盘密码：c78j     ,{'百度网盘': 'https://pan.baidu.com/s/1hsBa4gk'}
96,kindle人全站资源分享-自制区1-20,百度网盘密码：fi7t     ,{'百度网盘': 'http://pan.baidu.com/s/1hssa97I'}
1768,《肯·福莱特精选套装5册（《巨人的陨落》作者）》,百度网盘密码：er6w     ,{'百度网盘': 'http://pan.baidu.com/s/1boJHcfX'}
3342,《周恩来传》,百度网盘密码：v5h7     ,{'百度网盘': 'https://pan.baidu.com/s/1hs8t1eG'}
644,《余生皆假期》,百度网盘密码：79m3     ,{'百度网盘': 'http://pan.baidu.com/s/1o8vSDfG'}
1725,《卑鄙的圣人曹操》,百度网盘密码：3p7n     ,{'百度网盘': 'http://pan.baidu.com/s/1kUBtgn9'}
252,隋唐三部曲：隋乱+开国功贼+盛唐烟云,百度网盘密码： u1p9     ,{'百度网盘': 'http://pan.baidu.com/s/1dFwkBHB'}
930,《黑旗》【全本】,百度网盘密码：atf5     ,{'百度网盘': 'http://pan.baidu.com/s/1hshmnWw'}
4089,《欧美畅销小说精选系列（套装10册）》,百度网盘密码：sq5m     ,{'百度网盘': 'http://pan.baidu.com/s/1bBEn3C'}
3641,《传记文学书系(套装共4册)》,百度网盘密码：z3sm     ,{'百度网盘': 'https://pan.baidu.com/s/1miwaxJE'}
3568,《原典书坊合辑（全八册）》,百度网盘密码：eyp2     ,{'百度网盘': 'http://pan.baidu.com/s/1c2KDg9U'}
1794,《卅街档案馆：有诡》,百度网盘密码：jvsq     ,{'百度网盘': 'http://pan.baidu.com/s/1pK9PldL'}
10118,《幻夜 》,百度网盘密码：b0lw     ,"{'百度网盘': 'http://pan.baidu.com/s/1dFvbiQ9', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498486336566&sk=24578ED11A6242943B095C80BF002EEF&ufi=3141721340537328&token=cloud14&sig=h%2FV81zkGFglOAJ%2BXvNVeP3EYfFg%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498486336559&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=9152221335491710&token=cloud3&sig=EIIfGRxkzG5R5N6ulLzfmILaRro%3D'}"
811,《亵渎》【全本+番外】,百度网盘密码：psa2     ,{'百度网盘': 'http://pan.baidu.com/s/1qYCdLjI'}
12374,《霍布斯鲍姆年代四部曲（套装共4部）》,百度网盘密码：725r     ,"{'百度网盘': 'http://pan.baidu.com/s/1qXCcMGc', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500384123378&sk=6065D28083473231C78F3884E226D7DC&ufi=5149021463830122&token=cloud16&sig=%2Ft4XR2bIKQaYoLeVsmiWn7m%2Bt8k%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500384123385&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=9149821456824070&token=cloud3&sig=6Jjp1LPN7UEJexzWMxq%2FVwWvQbQ%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500384123370&sk=24578ED11A6242943B095C80BF002EEF&ufi=9149821456824330&token=cloud14&sig=3UBOI5Lb2uhGF1KVxJ6geE7Mof4%3D'}"
1432,《古龙作品全集》,百度网盘密码：4d98     ,{'百度网盘': 'http://pan.baidu.com/s/1ge3ZvWn'}
1154,《四世同堂》,百度网盘密码：tfmt     ,{'百度网盘': 'http://pan.baidu.com/s/1eSBITMU'}
2461,《福克纳经典作品集（套装共4册）》,百度网盘密码：s823     ,{'百度网盘': 'http://pan.baidu.com/s/1dFDiqid'}
1960,《黄河鬼棺》,百度网盘密码：uwjm     ,{'百度网盘': 'http://pan.baidu.com/s/1bPOMM6'}
3593,《金瓶梅》,百度网盘密码：ni3n     ,{'百度网盘': 'http://pan.baidu.com/s/1c16jLsO'}
2991,《献给阿尔吉侬的花束》,百度网盘密码：5ckp     ,{'百度网盘': 'http://pan.baidu.com/s/1o79Sz14'}
1099,《乌合之众:大众心理研究》,百度网盘密码：mnhd     ,{'百度网盘': 'http://pan.baidu.com/s/1slovPcL'}
1612,《佛家、道家、儒家智慧一点通》,百度网盘密码：d5rw     ,{'百度网盘': 'http://pan.baidu.com/s/1dFHlhwl'}
352,《重温最美古诗词》,百度网盘密码：密码: k3md     ,{'百度网盘': 'http://pan.baidu.com/s/1kUR6rjx'}
1049,《14号门》,百度网盘密码：7ir6     ,{'百度网盘': 'http://pan.baidu.com/s/1sliqjzZ'}
1176,《昆仑2012新修版》,,"{'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_269B037BB40E5DF0D24ACC7DB947FA17D447060CB6F959A37BCC5D814E37A7E4392C540844EDD7706A75A4204468539C87EC3949F50A52CA5E69C000E4802048633F430EC359916E2CA0904CEF02D10D1D533C9135FBFB7070DB0CE4FBE4214118BA041BD80A96341A38857F512CE33371E819DE63DE63ABC4BEC4CE87F314B8FD227141', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_BB59FB4D893135EDBB2664820641D9336945F8C86DCFCC6EFF703B2159A771FBFA0496FE93DDECED318EBF5DF9A61483D2375E8E3293E0C86FA847DBC36DD0CE0345A9FB866CCFAE740228A5A519ACCD8F8793D4857C7555CFAE48B406847748E6BAC277F45394C47C7B2503EBC8C70CCDE07F0135CEB6326602F4D002CBAD2F93AE42BC'}"
1478,《知日·明治维新》,百度网盘密码：wmtw     ,{'百度网盘': 'http://pan.baidu.com/s/1nuUlBdR'}
340,《时间简史》,百度网盘密码：tqjq     ,{'百度网盘': 'http://pan.baidu.com/s/1qYrK4tI'}
1847,《秦崩:从秦始皇到刘邦》,百度网盘密码：xlap     ,"{'百度网盘': 'http://pan.baidu.com/s/1qYDHyC8', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499268753713&sk=6065D28083473231C78F3884E226D7DC&ufi=2149121571588465&token=cloud16&sig=G9RlG6JrE4zonRrspuCzxdqZqkk%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499268753720&sk=98A6737B325C52C84D55218BF66D57AA&ufi=3149821568238406&token=cloud15&sig=8lSN9EWWCW%2BkLk4662z9hFmdA5A%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499268753725&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2149121571588414&token=cloud4&sig=H1ZjWcipBwWeacfmB5pdnnOoHpk%3D'}"
3509,《史上最牛宋史》,百度网盘密码：te8n     ,{'百度网盘': 'http://pan.baidu.com/s/1qYy9VdU'}
2545,《最后一役》,百度网盘密码：ef28     ,{'百度网盘': 'https://pan.baidu.com/s/1skSIITJ'}
590,《饥饿游戏》(套装共3册) ,百度网盘密码：55wx     ,{'百度网盘': 'http://pan.baidu.com/s/1i4CH1nn'}
5459,《民国清流1:那些远去的大师们》,百度网盘密码：h6f2     ,"{'百度网盘': 'http://pan.baidu.com/s/1qXIFan6', '普通下载': 'http://mebook1-1251531420.cosgz.myqcloud.com/yishu10/%E6%B0%91%E5%9B%BD%E6%B8%85%E6%B5%811%EF%BC%9A%E9%82%A3%E4%BA%9B%E8%BF%9C%E5%8E%BB%E7%9A%84%E5%A4%A7%E5%B8%88%E4%BB%AC%E3%80%90mebook.cc%E3%80%91.zip'}"
75,kindle人精品资源区51-60打包下载,百度网盘密码：w3y4     ,{'百度网盘': 'http://pan.baidu.com/s/1mhUlMxa'}
100,kindle人全站资源分享-自制区41-60,百度网盘密码：zrpd     ,{'百度网盘': 'http://pan.baidu.com/s/1kV8P0QN'}
2567,《东野圭吾精选十本合集》,百度网盘密码：cagn     ,{'百度网盘': 'https://pan.baidu.com/s/1pK9jYgr'}
1094,《古龙作品全集》,百度网盘密码：624k     ,{'百度网盘': 'http://pan.baidu.com/s/1mhIHXbU'}
680,《曹文轩文集精华版合集》,百度网盘密码：b1uk     ,{'百度网盘': 'http://pan.baidu.com/s/1eRH725W'}
3468,《神墓》,百度网盘密码：vf8e     ,{'百度网盘': 'http://pan.baidu.com/s/1qY6bycW'}
1454,《八月长安作品集6本》,百度网盘密码：8rks     ,{'百度网盘': 'http://pan.baidu.com/s/1dE8hn4t'}
393,周浩晖精品集（全9册）,百度网盘密码：7etm     ,{'百度网盘': 'http://pan.baidu.com/s/1gfyOz1x'}
2663,《KK三部曲(失控+科技想要什么+必然)》,百度网盘密码：q638     ,{'百度网盘': 'http://pan.baidu.com/s/1geKVIL1'}
