ID,书名,密码,Pass,链接
7855,《生如夏花:泰戈尔经典诗选系列(套装共4册)》,百度网盘密码：5tt7     ,{'百度网盘密码': '5tt7'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_DCAECF9BD20465FF1A8974A129AB538123B42330A54EF4BF9BEC50F19996AA963CC09CED72E285CCB7405A41ECCC8DC95A2E62A3FD795FED53D3C3A4A0906FC76B04F96D2E126F0C992E65C0F7A86BC05FF3FF9D166F5B8D3E930A0ED1A8D9274976BC99441EA8C789544AF6E54C44B399F341449A4B928D72AE4BBD6CD3316843A2A0F2', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_6235BF2F60E37BFC1B19537AD7A0335503F4E283E3E8D24EBBE1B831BB7BE84BB3B6D26217F704D05A5C6733AC443D17E63C0A9C6A12D32E6647CFB7B37E273477C911CAAC1232D8FB82336994CA49D1D21F015A3DE315C69637B5892E5E928E7282FDCFA8A5FA59B3FE9A06768BC15EB163BA2A22C893E362F128492B4EEADF464AF757', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_6D23462AC6D21A5FED5CAAEB6FB734E23EA788AA9795B6DD917817D20F9B3B92E0061BD70FD5D97D4D15CB46ACDAD0C94C5F0AA3DA325D93A9041878555A9F74BB9EAB595FEA5545F209C74BBF575BB7338D206F33CF639CE3D28996413B6E6B0685BE97109BE66D2F1A281575EC15B35204E65C72832A3B8E2752E05CA24A5640407766', '百度网盘': 'http://pan.baidu.com/s/1kVbj8iF'}"
7994,《滑铁卢:四天、三支大军和三场战役的历史》,百度网盘密码：vn33     天翼云盘密码：7286,"{'百度网盘密码': 'vn33', '天翼云盘密码': '7286'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/UjqyqyE736ju', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_D74466233405B2352E5C6364B8222710D2D5157A7168B09CC78CE5C38BA7DAF6C52D2ADEB3DE045394FA49DFE93C51661F24C5B6CBD71E60B2CFC59221E5CEF62BC24153942EA807EA47637C243A949D6EAF8692DD4AE06905146CD9FC42E91B1E8D9DB6CBEC879FAED010CC133419A417BE3C521522C05EA9ED53FB6CC5DF79CF7A5E61', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_BC9D580A7C376BDD4AEFD78FA91032369E662FA727C8A7A105F3358477EBBEFAE44646B69EB024C8CD2792FC9E4DCF2EDD2571C1EFC374CBE3382E95E1767761B7C0A1886A7DB56E1C469DA0E5DC405D8F58A23CA3093E1B19BC53822F4A6BB847217421BB99DBB87B58186221387B9A541E0FC4C04EB698F73EE0551610FE2B8A3AF8F8', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_C964169BCACE1D3082CD3176A30106B65BA305817A289F6BBE285C2CB144658E4DC260C61FADCFB5B8A19FB0593926924FEAA4C10C4A508FD5D20A33F796974A7CE1EC0825BCF06E0EB9CA3308715FA4C4D7E825C20CA218B7F55DA9BE1AB36C3F3FE67F20A93783F13779BA1BD6F8CA45FF1A87A9DF10AEE4377A80B4396EDBE8F0F8D0', '百度网盘': 'http://pan.baidu.com/s/1eR99Esa'}"
6342,《死亡的渴望》,百度网盘密码：0tx2     ,{'百度网盘密码': '0tx2'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_68D94746335B0D73F558269BEA81DD8A3AC559FDF776ED7D09D7923AA5425A7A06E9986C4B45949F8765C9D0379C33153F8E901CB3ADECDB5FEB3FA6B6877EC8CA9FCB8FF083A4D01F462D9DD568A6448494BCCFFBB2F9101B2F61702780203E0C5F95210A8203ABFA3B13196C808CC45A1CD23DC052D7F9603E5F53DB07B6EF9A8A5BEA', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_D08063B290C809CE6F58E2122AD315E3090A418D53436C980EA3900C16538A1B9DF058B4BDF8C5BB8681E3DFF186005755EFFD8684E610963A44AF80BA48B93404F3146DC08A81D4F014E1297AD22E3B78BE29BC78DFBB09960E7787DC83958D3FEFCF915C42BE3D7960BF82C957A638904DAD008FC2F584BE35B16B901AF01DABFE5B80', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_EABF2300D73F74C0C55526197CCD50DA715D68EBF87DD566DAC4952D474DF4EC44C4AB46B4217808DCBB45154BF9B01484FADF1CB5323D100B8289FBD1F8C56B92EAC7D198565752C0F102198964FBBE66C683E1FD804D093C919851154ED9BFE486B6BDED96C001EAA162EA38AFD41E4C072AEA5876BC33278C667035EA60D473EFFEC4', '百度网盘': 'http://pan.baidu.com/s/1dFzGaCL'}"
5763,《民国总理段祺瑞》,百度网盘密码：zv0l     ,{'百度网盘密码': 'zv0l'},"{'普通下载': 'http://mebook1-1251531420.cosgz.myqcloud.com/yishu11/11.7/%E6%B0%91%E5%9B%BD%E6%80%BB%E7%90%86%E6%AE%B5%E7%A5%BA%E7%91%9E%E3%80%90mebook.cc%E3%80%91.zip', '百度网盘': 'http://pan.baidu.com/s/1o7EFNYU'}"
5606,《丑牛系列之民国婉约（套装7本）》,百度网盘密码：tt2t     ,{'百度网盘密码': 'tt2t'},{'百度网盘': 'http://pan.baidu.com/s/1i44GyDv'}
4345,《蔡骏恐怖全集 》,百度网盘密码：o29a     ,{'百度网盘密码': 'o29a'},{'百度网盘': 'http://pan.baidu.com/s/1c2ICqli'}
4873,《时间的轨迹：不可遗忘的历史系列丛书（套装共14册）》,百度网盘密码：tk0p     360网盘密码：8da6     ,"{'百度网盘密码': 'tk0p', '360网盘密码': '8da6'}",{'百度网盘': 'http://pan.baidu.com/s/1eRTOdu6'}
6533,《诺贝尔文学奖作品典藏作品（豪华版，套装34册共40本）》,百度网盘密码：3er9     ,{'百度网盘密码': '3er9'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497531725392&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=6149021128064019&token=cloud4&sig=eNU8y2N8v1j3rDdDEr3PcMxEB%2BE%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497531725377&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=6149021128066776&token=cloud4&sig=YMNWhwSZ5YyqHRgrV0v9tOdy5J8%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497531725384&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6149021128065900&token=cloud3&sig=1%2FvPY20SewAwu6UPan38M73nc9Q%3D', '百度网盘': 'http://pan.baidu.com/s/1mi4lO6W'}"
4221,《狗日的战争套装三册(单本分册：1+2+3)》,百度网盘密码：npd8     ,{'百度网盘密码': 'npd8'},{'百度网盘': 'http://pan.baidu.com/s/1pLpj6SN'}
5393,《寻找前世之旅（上下册）》,百度网盘密码：wuv3     ,{'百度网盘密码': 'wuv3'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_FE3392FA1FDF497E88602AE33E534A8080DAF74D6CB54C0A093CAD899003B6D76EF7C8E18755A72107B9781AD25FBD5238C831F940328D7150CBD4E8E88A33D7657F50F2EC85F83DD42C08206C1A9B4B459A6E6914FF505CABFAB63FE3939F96AE59706CAAD2D1856C4750C77F6E7CE418554B38C5D9F1381BBB1A5CFB56CCC3954033CE', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_C458700079695D6195C02A3CDDBCB6B5B893869A41F019367B2A2F5C75555640B512254302068EB9C22553D07290B8DB0CCE5EA7268B5686212CD77320683B7DD1775758A928951B7CB6089C60B23B2A075F2257A8371167B432E40F4EDC5098D625119C6B1A8D39E595F7B37A02AA3EA84011190125717BB472C8C1DED9EFC69C92B8F5', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_22A8C6AD39AD965E1BE53AEB65F7F312FEF95AB7A0525DFFAD53CCC748EF5499E4471BACEEF6D90B15105144AE9DC9B85BB706B25555DE622B814B97A9D83723735B08FE398B993ADA1E9F6AE04F1A3AE088DA1EA5E892DCF4B4BE22380F4DE113D9B1F8A0ED6F15ED55E6FFAC60DF59A8E2A7A28C72E3EB06A529CAB38DAC6A38715509', '百度网盘': 'http://pan.baidu.com/s/1pKMeMHd'}"
9138,《披头士（唯一正式授权传记）》,百度网盘密码：d228     天翼云盘密码：1154,"{'百度网盘密码': 'd228', '天翼云盘密码': '1154'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/AFnmAfRnIFZf', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_3054152AD5D5D0EDD80C5E349EC85BC19C8A7D97E4CD929DE2FD2924EE368DC97A6D33F7D2E85E5FC9F337287086C534C9D5C614FF98BE81ABB006FD6BA3E6759CDBB2D63EB1CC134AB7A8DC157D5B3D3BA84768B3510BFD42687EC7FD340D56908B0840508B7DF5FD43C1DB42086BAA6222F4A9F15298AC5FCFE1174D918EBD2E385122', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_438A555506C2256FC132C21A7C2F58AA3E0DC56BF179A4A08227450E8B54337DC54297CA63FC2D97797BCED79A5A65C54A96E1D7091B368CAF70DB42DC9B1C6D4952819D51381F2B58F205CDBF5957B8E00DB11D042C517FFC377257956FCFAE621A072E0EF50FD3B830054074CDC2D8B6ED41C9AB629FE208E0A72F58C517B21A39746B', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_170175F304498DD9F445220CFE5841ACA7AD360CD6E08F3C803A7AC248F2ACEB049C19E2870CD5929FD842DF5DB815BE43B0BAA4858042D1A65340D9D1DFCF4E0953E78AD1FDAB6F23859B06B6AF2A526E3C8A997502E6405806471FFD49922565F527888073F1F663DD64E06FF683834B0F84FCF4F84354BB5BEDFA8FEC1F32A9EAF47A', '百度网盘': 'http://pan.baidu.com/s/1c2xJJCs'}"
7641,《芭巴拉少校（英汉对照）》,百度网盘密码：ttxf     天翼云盘密码：7185,"{'百度网盘密码': 'ttxf', '天翼云盘密码': '7185'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/F7JRNv3MrYBz', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_72776716A59FA57C50A39D2D525C2A2FD0DF99E9A641BC454C47844EBB401F72CAC4C9605F3FFF840A24270A12FCBD266D3D648633ADCB2FFFEB5B6C7AABBA6B1C44D9D2479553DC06C02C8816B67EC2E8DEA0E90A8DD7C2C202C93572E5B36F369C74E53BC92E89B868A6AF7496C86DB7F177B4C266ACA3909160A170AF424ACEB3B81E', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_84031B27ADDAC6AB41D3271C6BB9D57AC09601FBA879A8E5E815D8E5671C36788291A2B537A06680C8120AAE5C53FD4B17421C348E1C723CB269AD2C430D46D6CF968AA780F7DB1E7CEF916C6AC6212838DD4915D034EEB70C949CA172D31AFFF7B029B13BDD283BF4AA92A417BA509BD94DDD58047DC1E13645AEEC0B4A53196AFE1A19', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_0BA01A28D99B0DF50CED9C11FA70001E439413D1E9EB1C0A80275F3D806A5DA2097B015037AAEA3C9DE8A1F882292EAE49DF36BD74C13B3776E6F87D943A71F2DF9705C5310D64820979D4BD22FB56655B41E67D0ECB8D1AB11FA34C6A4E2FB1FD797D34AAEC60739E82C9963564A4D13B9DDD5D59D0D38DE00DE1FDB78CDD55CC1ADAC5', '百度网盘': 'http://pan.baidu.com/s/1pLqAk4r'}"
10624,《守望之心》,百度网盘密码：4rd2     ,{'百度网盘密码': '4rd2'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499088062615&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1130951665476340&token=cloud4&sig=ieli8t%2FbjZnSTPyGeC3pZLSwe7c%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499088062601&sk=98A6737B325C52C84D55218BF66D57AA&ufi=6130921348311356&token=cloud15&sig=xJYs11PNqaPqYCoTHDX2iXrgyxY%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499088062609&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6130921348311339&token=cloud3&sig=D3gyBZ70JiI0Wyv7ztV4qvJSlOE%3D', '百度网盘': 'http://pan.baidu.com/s/1hrS5Bus'}"
9757,《庄子传:战国纵横百年纪》,百度网盘密码：lqyp     ,{'百度网盘密码': 'lqyp'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498835538259&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9152921319081439&token=cloud15&sig=IRdJuxFv0unbIsFSmWsqu1NGXsI%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498835538241&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9152921319081481&token=cloud15&sig=QkN%2FxUo6NQ12fNNdPHYHodhRAG0%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498835538252&sk=6065D28083473231C78F3884E226D7DC&ufi=2130321323911503&token=cloud16&sig=L3nXsNElj1RdNvStP9WJ80z%2FWAE%3D', '百度网盘': 'http://pan.baidu.com/s/1skOimVr'}"
4417,《棋魂（1-23卷+外传）》,百度网盘密码：1j0n     ,{'百度网盘密码': '1j0n'},{'百度网盘': 'http://pan.baidu.com/s/1boXrpJT'}
4154,《古画里的中国生活（中国故事）》,百度网盘密码：wejd     ,{'百度网盘密码': 'wejd'},{'百度网盘': 'http://pan.baidu.com/s/1eSMBGH0'}
5660,《女捕头（全三册）》,百度网盘密码：lbc3     ,{'百度网盘密码': 'lbc3'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491576659323&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=1139411613103633&token=cloud4&sig=9%2BYdVrRf%2FyHRUMVvyWSpYTdd4hU%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491576659318&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=7139951313789425&token=cloud16&sig=IPAwhvRisdV%2Fs8jNAlpNFCj9YiA%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491576659325&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=4139421309429660&token=cloud3&sig=R6iYl4p6%2FI399Z20Q4vuR1F3%2BpQ%3D', '百度网盘': 'http://pan.baidu.com/s/1i44G3dF'}"
4770,《重案组系列（套装5本）》,百度网盘密码：o7vu     360网盘密码：c2bd     ,"{'百度网盘密码': 'o7vu', '360网盘密码': 'c2bd'}",{'百度网盘': 'http://pan.baidu.com/s/1eRRLWNC'}
6249,《家守绮谭》,百度网盘密码：wpww     天翼云盘密码：8937,"{'百度网盘密码': 'wpww', '天翼云盘密码': '8937'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/YR3Irmnai2Yr', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_0745CF69016F072C16FC4D9BA9C8D145FBCA5C9381608DE8821EABAB5A6D822147956970ED0F418CA8E1848AF95A78FBF7F68D4B29C909B205638AD41EAEBCBA8A69D91C96A3EBE410FDA1CFBCDDD3437CC7B03F347194E5FDEDA8F15B7EF9C8BDF4459CDA9D81BB78A090B3D702D012C7AFC56C2CCB404D28525F84295DEC319C721205', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_9C85CC3467188F289FF4956A3D9E297512ACBCCFF533645FBD48DB2B70F47EF29A042736747855C69DDA836C161FDD781B0FCB4517DF0E282BE9CDCC03D17F3147A328BD6B3B62440571F41D5AB286DEF63F064C0043CCD1F58FE7E6C062BE62B210EBD7BB502CC61C4B131BB7A6260105F8471BC15FA617D1E797C8ED0EE3EBFE8EB058', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_5DCF45DEC9969C87051A01CE63A06650CDB8DDDDB43E8F4A5A4114C52014FDE18EF18172E38EB0694FC273607C33C669A5D42426678C2159D4FDEB963F5D7AB420537ECE1FE8DEDDFA8F6EE3B114BB6F711274503D249739F1AF4E8A2D217D53F9C663892D15071BF9EE7D77F44AD71216FE55F31ABD52A37ADD9F282153197924A4EB8A', '百度网盘': 'http://pan.baidu.com/s/1c2wuh8W'}"
7933,《未央的路》,百度网盘密码：ttp2     天翼云盘密码：1324,"{'百度网盘密码': 'ttp2', '天翼云盘密码': '1324'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/BJV7ruYRBVJf', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4416BDDB86FB1D9898C73BD9CAE3340A42FAB18C56510CC2EF33ABDF431FBD649044653758DDCB30E1FC28EF4A1F492F3574BC10B80236084F8FE587CDDDFE7FF60634323BC8DEC86CAF3E98C9A46D226650C6246F991C9503745AA074E60C94957A9909FF3FF7D91709FDFA262192373EDAF9D735AD9B5B9D712CAEF46AECDE49B06CA0', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_F1578A03F4A132E18B73CB0A5354771C10B61D6AE2613F3FC29F35AC72558B3842C5190D6B3490B88663564ECF39F0B16D43D46971593CFC71D2DB216272B820DEEA3DC6832BA7D3AC9CD714887CD24B3F6F5DE6B034BBD4999CB8EBA10CB34CE011E68FE3BDF924A0EB032A1BB4F9E6408DB8C49029969918991752C558582F5635DF53', '百度网盘': 'http://pan.baidu.com/s/1boSC2Kn'}"
7793,《我的拖延症女友》,百度网盘密码：m851     ,{'百度网盘密码': 'm851'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500124640585&sk=6065D28083473231C78F3884E226D7DC&ufi=8134411220827879&token=cloud16&sig=1WBhwp827S9rVdHszPR1lsF7MWA%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500124640576&sk=6065D28083473231C78F3884E226D7DC&ufi=8134411220827886&token=cloud16&sig=qMD1Bg1wDpxqD42CyNImsUYRfuM%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500124640597&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4134421213959797&token=cloud15&sig=lmM7ySgoQYxOxtW9K0CdAAceHFM%3D', '百度网盘': 'http://pan.baidu.com/s/1jIqKFJ4'}"
3833,《魍魉之匣》,百度网盘密码：vnr6     ,{'百度网盘密码': 'vnr6'},{'百度网盘': 'https://pan.baidu.com/s/1pLpiY5X'}
7878,《罪档案系列（全四部）》,百度网盘密码：tja6     天翼云盘密码：4916,"{'百度网盘密码': 'tja6', '天翼云盘密码': '4916'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/Y3yiaiBJ32Mj', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_38ED33F62F75C463B271915E7671D29C7924D48DFDBD7B0BDA7C4D1A8B20D70D3DDDE5BF4B6CBC73921AAA9802E8B63F66FD361621ECE514966C98DB129644C6A658FF1646F0A008E79265E11657F11AE1FAED7A06177A962B3E4C1A3E1F8CAD9CA71446856AC8D71F598EEDD387367FFCBC90EF8D4F1BBA903A533CB2D18C2B33FD076D', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_7C2F76FD6E785E01B97A6507E156FC88FDD93CEBD4B5687268399A6CB85DE82BD756BCDB8ED71ECEDFD3601CC904F7910F7E4D04DF674C77A62897BD51880D13AC983A36885B1A7E2AA17259B3ADB83B51200BB1F3E5E881D7250DBD42682574B25584B4C8392810A0217CC8928037B921BCBAF8267C48C0474EE0736BD33E36F8FA1480', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_F071B1BA0A14F8B09095117699C09EED8B48146BAFE619AA55CDFB1C5F382159EF5383BE77D7F626F26068A9DB4F098BC26787D9EA7F40E20ED4E98ACA41F6C2DE97CBE86E9C4755EFA6FB3D894F7F76C95B9D199FA0B1DC0CB8F5BBE453DB5F5C754A279A1BD4BE0BA11AD58E6FFC34A2278C8D5FC61472045FC313F62CB10FE13A75C3', '百度网盘': 'http://pan.baidu.com/s/1o87777c'}"
3712,《我们的历史全合集》,百度网盘密码：wiqv     ,{'百度网盘密码': 'wiqv'},{'百度网盘': 'https://pan.baidu.com/s/1hsJPoc0'}
4794,《七龙珠》,百度网盘密码：ezc7     ,{'百度网盘密码': 'ezc7'},{'百度网盘': 'http://pan.baidu.com/s/1bp5NKHT'}
6184,《有些事现在不做，一辈子都不会做了（套装共5册）》,百度网盘密码：x369     ,{'百度网盘密码': 'x369'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_9E6952C57C20D9992487941E7A89DAEE7E679E14F7298D7AE54097B3E99B448F6B8336A8785F3392EC2036908E4CEA4577F948F9FAC90D2D47A020470725006E21703D92169E9810FC48A22C25EABF8CCDD392EF70D2AE12F86F8E060791B275714A9E52E34D3ABB280E15B6B5F3C35E913B324B4B4D820A966455D7245A170B090BECDA', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_A920502EFB306365869C020CBA860FFB82054BA1064049355F05BABC78B735FF363A7A8095690DEF49E227CD3BA647AA3258550E8BF5F80BE9FA320EBFE6124F8594E899DFC4FA35909065BCFE256ED786082E4EB974F84CD31272F406534D4DEB770D57082885EA8E4E26462F069647A0A16AC351BBDE740BF9913874A200F5DADBFDDD', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_9AF2E45F8323C1AC0D9F1C4CF6403455A154F9FE7AE1ABE4FAD914896D303D482AA82ED0E92433C24709164562F8F7CC6D42F27A2E8E3112A156E7A4F1B9B10C365B3BAA2E3CEE1917B8F036C91B05FA210B8FAEFED6E8F64E643728B27A0FE443E19C1FE65F11CADF79271341E3B092196CF2CABC35D3455C6BFBA571E8B8034D285C61', '百度网盘': 'http://pan.baidu.com/s/1mhIObEw'}"
5324,《汉尼拔》,百度网盘密码：2ej1     ,{'百度网盘密码': '2ej1'},"{'城通网盘(备份)': 'https://page71.ctfile.com/dir/11851471-22977315-646fb1/', '百度网盘': 'http://pan.baidu.com/s/1o80rg3S'}"
8699,《天下第一术（套装共4本）》,百度网盘密码：szbk     天翼云盘密码：8920,"{'百度网盘密码': 'szbk', '天翼云盘密码': '8920'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/AVva2yvIJZfe', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_CC6242DA204993114670917CCED9A3B7117FF9243C2A27905897AA435B3B065F092FFD664A8DCEDE9A31636FAEE139FAE31840A36C90E92C04043753FFD4B7368C16567E5AC6AF0894B8967A48791AE6CE849F399BDCFB8EE0458700B938AEC7F475EC4AFE1AB76A3C1EBBFFA42D98A3EA509B91FDBCB63D3DEC3FE20737A1C5A4BB20FE', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_F80E58B5FC484A6674B67DAF4D56727216A606C0FAD026DCBC3872123C2142C8D591C220A4EC6770C47A3CD26A91C2D7CD8544D30DD033EF314B698C962C6AECCEEF914C5F8A549811D8FC09584B985793703BB8AEEA5DE2542EFEA990901382AFA366BD267141647E24B11844E294CF9DFC3F96E670D47913CCBED904C435F741C24515', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_DABADE7FC42CF37363BD3EA4399B5E4FDCEA7A6CF22C0721BBBEE08E2ADC9E34137C4CB3BDD7AB4A5E63A7EEFEE2B92ADCFBA8379A8E4496DB0DAE623556A5E75A5B21BDA49BAE966EA2A96D2AADF127348EA2A45811CD1B216D7590DD7975D17DBE32F89EEBD363939EE55A63863BE8F2CA31340E364CDE2BC46F9060F5EC0DC454DE5D', '百度网盘': 'http://pan.baidu.com/s/1hscCvXE'}"
6441,《唉，我的沧桑50年（1959至今）》,百度网盘密码：8bhr     ,{'百度网盘密码': '8bhr'},"{'AZW3格式(推荐)': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733976696&sk=24578ED11A6242943B095C80BF002EEF&ufi=4149721134764764&token=cloud14&sig=VeP3xxskxLgtqkx%2Fxi%2B1Hb5I6jY%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733976708&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=8149751137962336&token=cloud4&sig=98oUH42VmsFhE2f%2FGZv1cRutVjE%3D', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497733976718&sk=6065D28083473231C78F3884E226D7DC&ufi=8149751137962334&token=cloud16&sig=19%2FsylQmUujxyEqGOHBL0lzL7Bs%3D', '百度网盘': 'http://pan.baidu.com/s/1sl8foex'}"
9272,《右派国家：美国为什么独一无二》,百度网盘密码：5t7i     天翼云盘密码：5341,"{'百度网盘密码': '5t7i', '天翼云盘密码': '5341'}","{'天翼云盘(推荐)': 'http://cloud.189.cn/t/maU36nVRVrUv', 'AZW3格式(推荐)': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_984C0A391B1BFAE1E3FFDB323C899B1DE1EED1BB0BC693D2407CD4EB6797C64DD7919B27A476246AAD856EE4BADACB8FE63231C35E859F9C15E6D44A224CD199C2F9C3449D3620BDCDF982DC7A94652F932D551E544C1BAE1FC887D0997764CD195E2AF494A58BED611FDDE21A38C6FAF7875F83028B5A959D8984B8CEA9DFDFAAA7E147', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_DFB526B432F26AF47156C20E796FD0C45AC25A685E0C384AF47AA4D268EBCD8A6AC409DC02573205E1857DBA035C89CE85E5F47EB78AC749ACA5561C79BDF592AE9A573D8C1477A65E593C5E4F802E61182FC8B60C48C41B76D74F6D8F80B14FD7F6561D43FAFFF4D507A1121C916E975705DB634DE932C961C4863D7BA903087EEDA2F9', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_A67C9B076D06C4087EA134B6C12C3841310BF958D8A5DF4D48DADF05FC56C3BCF1682308EDDA05834436AC01E1CE14586D4A5BA9466ED5B00CBF6E97A94CFA8BC619823E1A331058DEFAC2D586AF6436F0B72FD5E55EDFF4E0542DFACD2C21FD7E0DD0BDC4E614C5DADFC0ECE5242243CADCEEC3DAB60AF183621F6AA4D848F24B5A6B07', '百度网盘': 'http://pan.baidu.com/s/1pKXFeIn'}"
